Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Natalie Achonwa,MIN,F,22,332,22,0,15.1,2.1,4.1,0.516,0,0.1,0,2.1,4,0.528,1,1.2,0.815,1.1,4.1,1.7,0.4,0.3,1,1.6,5.3
Julie Allemand,CHI,G,25,402,25,4,16.1,1,2.4,0.417,0.4,1.2,0.29,0.6,1.2,0.552,0.6,0.7,0.833,0.4,1.6,3.4,0.6,0.1,1.3,0.9,3
Lindsay Allen,MIN,G,9,134,9,0,14.9,2.2,4.2,0.526,0.9,1.6,0.571,1.3,2.7,0.5,1.3,1.4,0.923,0,1.6,3.4,0.2,0,0.8,1.2,6.7
Rebecca Allen,NYL,G,25,523,25,19,20.9,2.6,6.8,0.379,1,3.3,0.313,1.5,3.4,0.442,0.8,1,0.833,0.3,3.4,1.2,0.8,1,1,1.9,7
Yvonne Anderson,CON,G,11,101,11,0,9.2,1.1,2.4,0.462,0.4,0.9,0.4,0.7,1.5,0.5,0.6,0.6,1,0.3,0.8,1.1,0.3,0.2,1,1.3,3.2
Kristine Anigwe,PHO,F-C,10,65,10,1,6.5,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,1,0.5,0.5,1.3,0.2,0.1,0.2,0.6,1.2,1.5
Ariel Atkins,WAS,G,36,1081,36,36,30,5.1,12.2,0.42,1.9,5.3,0.365,3.2,6.9,0.464,2.4,2.9,0.845,0.9,3.3,2.3,1.4,0.3,1.4,2.8,14.6
Amy Atwell,LAS,F,4,32,4,1,8,0.3,2.3,0.111,0.3,1.5,0.167,0,0.8,0,0,0,,0.3,0.5,0.5,0,0,0.5,0.3,0.8
Shakira Austin,WAS,C-F,36,776,36,32,21.6,3.4,6.2,0.547,0,0,0,3.4,6.2,0.55,1.9,3,0.624,1.8,6.5,0.9,0.7,0.8,1.5,2.3,8.7
Rachel Banham,MIN,G,36,630,36,5,17.5,2.8,6.5,0.43,1.6,4.1,0.383,1.2,2.4,0.512,0.7,0.8,0.8,0.1,1.3,2.3,0.3,0.1,1.3,1.7,7.9
Kierstan Bell,LVA,G,21,121,21,1,5.8,0.5,1.6,0.303,0.1,1,0.136,0.3,0.5,0.636,0.2,0.2,1,0.2,0.9,0.3,0.1,0.1,0.2,0.5,1.3
Katie Benzan,WAS,G,3,27,3,0,9,1.7,3,0.556,1.7,2.3,0.714,0,0.7,0,1,1.3,0.75,0.3,0.7,0.3,0,0.3,0.7,2.3,6
Monique Billings,ATL,F,23,401,23,8,17.4,2.4,5.1,0.47,0,0,0,2.4,5,0.474,1.7,2.2,0.765,2,6.3,1.1,0.8,0.3,1.3,2.3,6.5
Sue Bird,SEA,G,31,818,31,31,26.4,2.7,6.8,0.403,1.8,4.6,0.389,0.9,2.2,0.433,0.5,0.5,1,0.2,1.9,6,1.2,0.1,1.9,0.7,7.8
DeWanna Bonner,CON,F-G,33,991,33,33,30,4.7,10.8,0.439,1.4,4.2,0.329,3.3,6.5,0.512,2.6,3.2,0.827,0.8,4.7,2.8,1.2,0.3,1.6,1.8,13.5
Lexie Brown,LAS,G,34,850,34,16,25,2.7,6.2,0.441,1.6,3.9,0.398,1.2,2.3,0.513,0.1,0.2,0.667,0.2,2.3,2.1,1,0.2,0.8,1.3,7.1
Kennedy Burke,WAS,G-F,16,222,16,4,13.9,2.1,4.6,0.446,0.7,2,0.344,1.4,2.6,0.524,0.6,1.1,0.588,0.5,2.2,0.4,1,0.3,0.5,1.1,5.4
Rae Burrell,LAS,G-F,3,44,3,1,14.7,0.3,3,0.111,0.3,2,0.167,0,1,0,0.7,0.7,1,0.3,1,0.3,0.7,0,0.3,1.3,1.7
Veronica Burton,DAL,G,36,548,36,6,15.2,0.7,2.1,0.329,0.3,1.2,0.279,0.4,0.9,0.394,0.9,0.9,1,0.5,1.5,1.9,0.9,0.3,1,1.4,2.6
Maya Caldwell,ATL,G,9,214,9,7,23.8,4.2,8.2,0.514,2,3.6,0.563,2.2,4.7,0.476,0.4,0.6,0.8,0.6,2.4,2.2,0.8,0.2,1.6,1.7,10.9
Liz Cambage,LAS,C,25,584,25,24,23.4,4.7,9.2,0.509,0.2,0.6,0.286,4.5,8.6,0.523,3.5,4.4,0.784,1.3,6.4,2.1,0.6,1.6,2.3,3.2,13
Jordin Canada,LAS,G,32,865,32,25,27,3.3,8.5,0.384,0.2,1.6,0.14,3,6.9,0.439,2.5,3.1,0.806,0.2,2.3,5.5,1.4,0.2,2.3,1.8,9.2
Bridget Carleton,MIN,F,36,606,36,2,16.8,1.5,3.7,0.403,0.8,2.3,0.354,0.7,1.4,0.481,0.5,0.7,0.731,0.3,2.1,1.1,0.4,0.1,0.6,1.6,4.3
DiJonai Carrington,CON,G-F,36,631,36,2,17.5,2.3,5.6,0.414,0.5,1.7,0.306,1.8,3.9,0.461,1.6,2.1,0.75,1.1,3.1,1.1,0.8,0.1,1.6,1.9,6.8
Chennedy Carter,LAS,G,24,393,24,2,16.4,3.5,7.9,0.45,0.1,0.4,0.2,3.5,7.5,0.464,1.7,2.3,0.745,0.4,1.9,1.9,0.6,0.4,1.8,2.2,8.9
Kaila Charles,ATL,G-F,1,2,1,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0
Alysha Clark,WAS,F,29,766,29,29,26.4,3.1,6.8,0.464,1,3.4,0.303,2.1,3.3,0.629,0.7,0.8,0.913,0.8,4.5,2,0.9,0.3,1.3,1.9,8
Natasha Cloud,WAS,G,34,1065,34,34,31.3,3.6,9.1,0.399,1.3,4,0.319,2.4,5.1,0.462,2.2,2.7,0.824,0.5,3.6,7,1,0.3,2.8,1.6,10.7
Nia Clouden,CON,G,28,250,28,0,8.9,0.6,1.9,0.34,0.4,1,0.414,0.2,0.9,0.25,0.4,0.6,0.588,0.1,0.8,0.8,0.2,0,0.4,0.9,2.1
Alaina Coates,IND,C,8,75,8,0,9.4,0.9,1.4,0.636,0,0,,0.9,1.4,0.636,1.8,1.9,0.933,0.8,2,0.3,0.3,0.4,0.6,2.3,3.5
Nia Coffey,ATL,F,16,336,16,16,21,2.2,6.3,0.347,0.6,1.9,0.29,1.6,4.4,0.371,1.4,1.9,0.742,0.4,5.2,0.8,0.6,0.1,2.2,2.2,6.4
Charli Collier,DAL,F-C,17,78,17,0,4.6,0.7,1.6,0.444,0,0.1,0,0.7,1.5,0.48,0.6,0.8,0.714,0.2,0.6,0.1,0.1,0,0.6,1.1,2
Napheesa Collier,MIN,F,4,91,4,4,22.8,2.8,6.5,0.423,0.5,1.8,0.286,2.3,4.8,0.474,1.3,1.8,0.714,0.5,3,1,0.5,0.3,0.3,2.3,7.3
Sydney Colson,LVA,G,18,123,18,0,6.8,0.6,1.8,0.313,0.2,0.6,0.273,0.4,1.2,0.333,0.3,0.3,1,0.2,0.4,1,0.1,0,0.4,0.8,1.6
Kahleah Copper,CHI,G-F,31,891,31,31,28.7,5.7,11.8,0.481,1.2,3.3,0.356,4.5,8.5,0.528,3.2,4.2,0.775,1,5.7,2.3,0.5,0,2,2.4,15.7
Lorela Cubaj,NYL,F,11,88,11,0,8,0.4,1.1,0.333,0,0,,0.4,1.1,0.333,0,0,,0.8,2.1,0.4,0,0.2,0.5,1.1,0.7
Elissa Cunane,MIN,C,3,10,3,0,3.3,0.3,0.7,0.5,0,0.3,0,0.3,0.3,1,0,0,,0.7,1.7,0,0,0,0.3,0.3,0.7
Sophie Cunningham,PHO,G,28,827,28,20,29.5,4.3,9.5,0.449,2.5,6.3,0.4,1.8,3.3,0.543,1.5,1.7,0.875,0.7,4.4,1.6,1,0.4,1,3.4,12.6
Damiris Dantas,MIN,F,15,262,15,15,17.5,1.9,6.1,0.304,1.1,4.1,0.262,0.8,2.1,0.387,0.3,0.4,0.833,0.7,3.8,1.9,0.2,0.1,1.1,1.2,5.1
Elena Delle Donne,WAS,F-G,25,694,25,25,27.8,6.2,12.9,0.48,1.4,3.8,0.368,4.8,9.1,0.526,3.4,3.7,0.913,1.2,6.3,2.3,0.5,1.1,1.1,1.4,17.2
Diamond DeShields,PHO,G,30,760,30,19,25.3,4.7,12.2,0.388,0.7,3,0.236,4,9.2,0.437,2.9,3.8,0.765,0.6,3.8,2.2,1,0.5,2.3,3.3,13.1
Jasmine Dickey,DAL,G,20,93,20,0,4.7,0.4,1.7,0.212,0.1,0.2,0.25,0.3,1.5,0.207,0.3,0.5,0.667,0.3,0.6,0.1,0.2,0.1,0.3,0.5,1.1
Skylar Diggins-Smith,PHO,G,30,1019,30,30,34,6.9,16.2,0.429,1.3,4.5,0.296,5.6,11.7,0.48,4.5,5.3,0.844,0.9,4,5.5,1.6,1,2.7,2.7,19.7
Stefanie Dolson,NYL,C,36,826,36,36,22.9,3.1,6.4,0.493,0.7,1.8,0.394,2.4,4.5,0.534,1.1,1.2,0.905,1.2,4.8,1.8,0.4,0.8,1.6,3.1,8.1
Queen Egbo,IND,C,33,720,33,31,21.8,2.9,6.5,0.442,0,0,,2.9,6.5,0.442,1.5,2.3,0.645,1.8,6.3,0.9,0.9,1.2,1.9,3,7.2
Emily Engstler,IND,F,35,638,35,6,18.2,2.1,5.2,0.396,0.5,1.3,0.356,1.6,3.9,0.409,0.6,1.1,0.553,2.1,5.2,1.5,0.7,1.1,1.4,3.1,5.2
Dana Evans,CHI,G,33,378,33,1,11.5,1.5,3.9,0.377,0.7,2,0.328,0.8,1.9,0.429,0.7,0.8,0.88,0.2,0.8,1.2,0.3,0.1,0.8,0.9,4.3
Sylvia Fowles,MIN,C,30,831,30,30,27.7,6.1,9.9,0.622,0,0,,6.1,9.9,0.622,2.1,3.2,0.66,2.5,9.8,1.2,1,1.2,2.1,2.4,14.4
Rebekah Gardner,CHI,G,35,760,35,2,21.7,3.3,6.1,0.542,0.4,1.2,0.357,2.9,4.9,0.587,1.4,1.7,0.8,1.3,3.3,1.3,1.4,0.5,1.6,2.3,8.4
Allisha Gray,DAL,G,33,1086,33,33,32.9,4.4,10.5,0.423,1.9,4.8,0.408,2.5,5.7,0.436,2.5,3.2,0.798,0.9,4.8,2.5,1.1,0.7,1.3,2.4,13.3
Chelsea Gray,LVA,G,35,1039,35,35,29.7,5.2,10.7,0.491,1,2.9,0.34,4.3,7.8,0.546,2.3,2.5,0.91,0.3,3.2,6.1,1.6,0.3,2.3,1.5,13.7
Megan Gustafson,PHO,C,33,318,33,0,9.6,1.5,2.8,0.549,0.4,0.8,0.462,1.2,2,0.585,0.4,0.5,0.765,0.5,1.9,0.5,0.2,0.2,0.7,1.9,3.8
Dearica Hamby,LVA,F,34,901,34,32,26.5,3.4,7.3,0.466,0.5,2.1,0.219,2.9,5.2,0.568,2,2.7,0.72,1.4,7.1,1.1,1.1,0.1,1.5,2,9.3
Isabelle Harrison,DAL,F,35,644,35,18,18.4,3.3,7.1,0.466,0.1,0.1,1,3.3,7.1,0.462,2.1,2.4,0.867,1.4,4.3,1.3,0.7,0.1,1.3,2.1,8.7
Tyasha Harris,DAL,G,35,552,35,5,15.8,2,4.7,0.416,0.5,1.6,0.309,1.5,3.2,0.468,0.5,0.7,0.792,0.2,0.9,2.8,0.4,0.1,1.1,1,5
Tianna Hawkins,WAS,F,25,320,25,0,12.8,1.8,4.6,0.386,0.6,2.1,0.264,1.2,2.4,0.492,0.8,0.8,0.952,0.6,2.4,0.8,0.4,0.1,1.2,1.7,4.9
Tiffany Hayes,ATL,G,11,303,11,11,27.5,6,11,0.545,1.6,3.8,0.429,4.4,7.2,0.608,2.5,3.7,0.683,0.3,3.6,2.1,0.7,0.1,2,3,16.2
Ruthy Hebard,CHI,F,24,232,24,0,9.7,1,2,0.51,0,0,,1,2,0.51,0.3,0.3,0.75,0.3,1.7,0.5,0.3,0.1,0.5,1.2,2.3
Destanni Henderson,IND,G,36,589,36,5,16.4,2,4.9,0.401,0.7,2,0.366,1.3,2.9,0.425,0.6,0.9,0.719,0.8,1.6,2.5,0.8,0.1,1.7,0.9,5.3
Natisha Hiedeman,CON,G,36,901,36,31,25,3.3,7.6,0.431,1.9,4.7,0.411,1.4,2.9,0.462,0.7,0.8,0.8,0.2,1.8,3.3,1.2,0.1,1.3,1.8,9.1
Naz Hillmon,ATL,F,34,674,34,12,19.8,1.7,3.6,0.48,0,0.1,0,1.7,3.6,0.488,0.9,1.1,0.821,1.5,5.1,1.2,0.6,0.3,1.2,1.5,4.4
Myisha Hines-Allen,WAS,F,34,656,34,15,19.3,3.4,8.1,0.415,0.9,2.3,0.367,2.5,5.8,0.434,1.3,1.9,0.703,1.1,5.3,1.9,0.8,0.3,1.7,1.6,8.9
Joyner Holmes,CON,F,26,205,26,0,7.9,0.7,2.3,0.311,0.2,0.8,0.227,0.5,1.5,0.359,0.4,0.5,0.769,0.2,1.3,0.5,0.3,0.1,0.7,0.8,2
Natasha Howard,NYL,F,35,1048,35,35,29.9,5.9,12.2,0.482,0.9,2.6,0.326,5,9.6,0.525,2.5,3.5,0.715,2,7.3,2.3,1.3,1,3.2,3.1,15.1
Rhyne Howard,ATL,G,34,1066,34,34,31.4,5.4,15,0.361,2.5,7.3,0.343,2.9,7.7,0.379,2.9,3.7,0.792,0.8,4.5,2.8,1.6,0.8,1.5,2.6,16.2
Lexie Hull,IND,G,26,334,26,4,12.8,1.1,4,0.267,0.3,1.7,0.186,0.8,2.4,0.323,1.4,1.5,0.9,0.4,1.5,0.7,0.6,0.1,0.7,1.8,3.8
Sabrina Ionescu,NYL,G,36,1163,36,36,32.3,5.9,14.3,0.411,2.3,6.9,0.333,3.6,7.3,0.485,3.4,3.6,0.931,1,7.1,6.3,1.1,0.3,3,2.1,17.4
Briann January,SEA,G,36,608,36,5,16.9,1.3,3.4,0.377,0.6,2.1,0.311,0.6,1.3,0.479,0.5,0.6,0.826,0.2,1,2.4,0.6,0.2,1.5,1.6,3.7
Marine Johannes,NYL,G,24,612,24,10,25.5,3.5,7.5,0.464,2.3,5.3,0.437,1.2,2.2,0.528,0.8,1,0.87,0.2,1.7,3.4,0.6,0.1,1.8,1.6,10
Brionna Jones,CON,F,36,905,36,7,25.1,5.2,9.1,0.571,0,0.2,0,5.2,8.9,0.581,3.4,4.1,0.844,2.6,5.1,1.3,1.2,0.4,1.5,2.6,13.8
Jonquel Jones,CON,F,33,871,33,32,26.4,5.3,10.4,0.513,1.2,3.4,0.369,4.1,7,0.582,2.7,3.4,0.802,2.6,8.6,1.8,1.1,1.2,2.6,2.7,14.6
Tina Krajisnik,CHI,C,2,5,2,0,2.5,0,0.5,0,0,0,,0,0.5,0,0,0,,0,0,1,0.5,0,0,1,0
Awak Kuier,DAL,F,33,416,33,0,12.6,1,2.6,0.395,0.1,0.6,0.19,0.9,2,0.462,0.6,0.9,0.613,0.7,2.5,0.9,0.4,0.9,0.6,0.8,2.8
Betnijah Laney,NYL,G-F,9,255,9,6,28.3,4.2,10,0.422,1.2,3.2,0.379,3,6.8,0.443,1.6,1.8,0.875,0.1,3.3,2.8,0.4,0.1,2.7,2.7,11.2
Jantel Lavender,SEA,F,27,329,27,4,12.2,1.7,4.1,0.409,0.2,0.9,0.208,1.5,3.2,0.465,0.3,0.4,0.667,1,3.3,0.9,0.1,0.1,0.9,1.1,3.8
Jewell Loyd,SEA,G,36,1090,36,36,30.3,5.6,14.1,0.396,2.3,6.1,0.385,3.3,8.1,0.403,2.8,3.1,0.893,0.6,2.6,3.4,1.1,0.2,2.2,1.8,16.3
Marina Mabrey,DAL,G,34,951,34,32,28,5.2,12.5,0.42,1.8,5.1,0.351,3.4,7.4,0.468,1.4,2,0.681,0.6,3.6,3.7,0.8,0.4,2.4,2.5,13.6
Rui Machida,WAS,G,36,463,36,2,12.9,0.7,2.3,0.31,0.2,0.9,0.206,0.5,1.4,0.38,0.2,0.3,0.667,0.2,1.1,2.6,0.4,0.1,1.1,0.7,1.8
Ezi Magbegor,SEA,C,33,817,33,23,24.8,4,7.3,0.55,0.3,0.9,0.345,3.7,6.5,0.577,1.2,1.6,0.736,1.6,5.6,1.4,0.9,1.8,1.4,2.9,9.5
Anneli Maley,CHI,F,4,44,4,0,11,0.8,1.5,0.5,0.5,0.8,0.667,0.3,0.8,0.333,0,0,,0.8,1.8,0.8,0.8,0.3,0.3,1.5,2
Kayla McBride,MIN,G,31,923,31,31,29.8,4.4,10.9,0.405,1.5,4.3,0.356,2.9,6.6,0.437,2.9,3.2,0.909,0.5,2.8,2.1,1,0.1,1.5,1.4,13.3
Angel McCoughtry,MIN,F-G,2,20,2,2,10,1.5,4,0.375,0,0.5,0,1.5,3.5,0.429,3,3,1,0,3,1,0.5,1,1.5,1.5,6
Teaira McCowan,DAL,C,33,623,33,15,18.9,4.2,7,0.602,0,0,,4.2,7,0.602,2.5,4.2,0.6,3,7,0.8,0.3,0.7,1.7,3.1,11
Aari McDonald,ATL,G,36,876,36,6,24.3,3.6,8.9,0.411,1.3,3.9,0.338,2.3,4.9,0.469,2.4,2.8,0.871,0.4,2.3,2.6,1.4,0,2.1,2.2,11.1
Emma Meesseman,CHI,F,36,1030,36,36,28.6,5.4,9.4,0.571,0.4,1.1,0.342,5,8.4,0.599,1.3,1.5,0.887,1.7,5.5,3.8,1.4,0.8,1.4,2.5,12.4
Nikolina Milic,MIN,F,31,364,31,4,11.7,2.4,4.4,0.548,0.2,0.7,0.273,2.2,3.6,0.602,1,1.4,0.738,1.5,3,0.7,0.3,0.3,1.4,1.8,6
Kelsey Mitchell,IND,G,31,1010,31,31,32.6,6.3,14.4,0.438,2.3,5.7,0.409,4,8.7,0.458,3.4,3.9,0.861,0.5,1.9,4.2,0.9,0.2,2.4,2.3,18.4
Tiffany Mitchell,IND,G,34,553,34,8,16.3,2.4,5.4,0.451,0.4,0.9,0.387,2.1,4.4,0.464,1.3,1.5,0.865,0.6,1.2,1.2,0.8,0.1,0.9,1.4,6.5
Beatrice Mompremier,ATL,F,21,175,21,0,8.3,1,2.1,0.455,0,0,,1,2.1,0.455,0.2,0.6,0.385,1,2.8,0.4,0.1,0.6,0.7,1.3,2.1
Olivia Nelson-Ododa,LAS,F,30,436,30,6,14.5,1.6,2.8,0.566,0,0,,1.6,2.8,0.566,0.9,1.2,0.703,1.1,2.9,0.4,0.3,0.8,1,2.6,4
Arike Ogunbowale,DAL,G,30,941,30,30,31.4,6.8,17,0.4,2.8,7.9,0.352,4,9.1,0.442,3.3,4.1,0.798,0.6,3.3,3.6,1.5,0.1,1.8,2.2,19.7
Chiney Ogwumike,LAS,F-C,26,478,26,7,18.4,2.7,5.7,0.466,0.3,0.7,0.444,2.3,5,0.469,1.4,2,0.706,2,5.5,1.1,0.8,0.3,1.4,2.7,7
Nneka Ogwumike,LAS,F,34,1068,34,34,31.4,7.3,13.5,0.544,0.6,1.7,0.368,6.7,11.8,0.569,2.8,3.4,0.826,1.4,6.6,2,1.6,0.4,1.8,2.4,18.1
Michaela Onyenwere,NYL,F,34,466,34,1,13.7,1.4,3.8,0.377,0.4,1.5,0.3,1,2.4,0.425,1.4,1.6,0.836,0.4,2.1,0.4,0.4,0.2,0.7,2,4.7
Candace Parker,CHI,F-C,32,904,32,32,28.3,5,10.8,0.458,1.3,4.2,0.311,3.7,6.6,0.552,1.9,2.4,0.816,0.9,8.6,4.5,1,1,2.4,2.2,13.2
Cheyenne Parker,ATL,F,36,942,36,35,26.2,4.9,9.8,0.5,0.3,1.5,0.218,4.6,8.3,0.552,1.7,2.2,0.795,1.6,6.2,2,1.1,0.9,2,2.7,11.8
Shey Peddy,PHO,G,34,974,34,24,28.6,3.4,8.2,0.418,1.4,4.3,0.329,2,3.9,0.515,1.6,1.9,0.889,1.3,3.8,3.4,1.6,0.2,1.4,1.8,9.9
Raina Perez,SEA,G,1,2,1,0,2,0,0,,0,0,,0,0,,0,0,,0,0,1,0,0,0,0,0
Theresa Plaisance,LVA,F,31,401,31,2,12.9,1.4,3.7,0.371,1,2.9,0.348,0.4,0.9,0.444,0.2,0.3,0.7,0.5,2.6,0.5,0.3,0.4,0.6,1.3,4
Kelsey Plum,LVA,G,36,1182,36,36,32.8,6.8,14.8,0.46,3.1,7.5,0.42,3.6,7.3,0.5,3.5,4.1,0.839,0.3,2.7,5.1,1,0.1,2.6,2.5,20.2
Khayla Pointer,IND,G,10,58,10,0,5.8,0.7,1.2,0.583,0.1,0.4,0.25,0.6,0.8,0.75,0.7,1.4,0.5,0.1,0.8,0.2,0.2,0,0.9,0.2,2.2
Aerial Powers,MIN,F-G,35,943,35,31,26.9,4.9,12.6,0.385,0.9,3.1,0.308,3.9,9.5,0.41,3.8,4.6,0.815,1.3,4.7,2.9,1.2,0.3,2.5,1.8,14.4
Epiphanny Prince,SEA,G,33,406,33,0,12.3,1.3,3.8,0.355,0.6,1.8,0.356,0.7,2,0.354,0.6,0.8,0.84,0.2,1,1.8,0.6,0.1,0.5,0.9,3.9
Allie Quigley,CHI,G,34,895,34,34,26.3,3.8,8.9,0.428,1.5,4.1,0.355,2.4,4.8,0.491,2.2,2.4,0.95,0.5,2.5,2.9,0.7,0.2,1.3,1.5,11.4
DiDi Richards,NYL,G-F,14,155,14,0,11.1,0.8,2.6,0.306,0.2,0.8,0.273,0.6,1.8,0.32,0.5,0.7,0.7,0.4,1.7,1.4,0.1,0.4,0.9,1.8,2.3
Danielle Robinson,IND,G,31,732,31,30,23.6,2.7,6.5,0.419,0.3,1.3,0.225,2.5,5.3,0.466,1.6,1.9,0.85,0.4,2.9,3.8,0.7,0.2,1.6,1.4,7.4
Iliana Rupert,LVA,C,17,223,17,0,13.1,1.5,3.2,0.463,0.8,2.2,0.368,0.6,0.9,0.688,0.1,0.2,0.333,0.6,2.3,0.9,0.4,0,0.5,2.1,3.8
Mercedes Russell,SEA,C,5,54,5,0,10.8,0.8,1.6,0.5,0,0,,0.8,1.6,0.5,0.4,0.6,0.667,0.4,1.8,0.2,0,0,1.4,1.4,2
Satou Sabally,DAL,F,11,239,11,6,21.7,3.7,9.4,0.398,0.9,3.9,0.233,2.8,5.5,0.517,2.9,3.2,0.914,0.8,4.8,2.1,0.5,0.2,2.3,3.2,11.3
Karlie Samuelson,PHO,F,1,10,1,0,10,1,3,0.333,1,3,0.333,0,0,,0,0,,0,3,1,0,0,1,1,3
Katie Lou Samuelson,LAS,F,32,943,32,29,29.5,3.3,9,0.373,1.8,5,0.352,1.6,4,0.398,1.3,1.5,0.837,0.5,3,1.9,1,0.2,1.1,1.6,9.7
Jessica Shepard,MIN,F,36,941,36,22,26.1,3,6,0.5,0.2,0.7,0.25,2.8,5.3,0.531,1.9,2.6,0.734,2,7.4,3,0.4,0.3,1.7,2.1,8.1
Aisha Sheppard,LVA,G,23,174,23,0,7.6,0.4,1.8,0.238,0.4,1.4,0.273,0,0.4,0.111,0.3,0.3,0.75,0.3,0.6,0.3,0.2,0,0.3,1.1,1.5
Jennie Simms,PHO,G,23,303,23,4,13.2,1.3,2.7,0.476,0.2,0.8,0.211,1.1,1.9,0.591,0.7,0.8,0.789,0.6,2.2,0.9,0.5,0,1,1.7,3.4
Hannah Sjerven,MIN,C,3,9,3,0,3,0,0.3,0,0,0,,0,0.3,0,0,0,,0,0,0,0,0.3,0,0.7,0
Destiny Slocum,ATL,G,3,41,3,0,13.7,1.3,3.7,0.364,1,3,0.333,0.3,0.7,0.5,1,1.7,0.6,0,1.3,1.3,0,0,1.7,1.3,4.7
Kamiah Smalls,MIN,G,3,34,3,0,11.3,0.7,2.7,0.25,0,1.3,0,0.7,1.3,0.5,0,0,,0,1.7,2,1.3,0,1.3,2,1.3
Alanna Smith,IND,F,9,116,9,1,12.9,1.6,4.7,0.333,0.7,2.8,0.24,0.9,1.9,0.471,0.6,0.8,0.714,0.9,2.7,0.6,0.9,0.7,0.9,1.9,4.3
Kianna Smith,LAS,G,11,113,11,0,10.3,1,3.2,0.314,0.5,1.6,0.278,0.5,1.5,0.353,0.2,0.2,1,0.5,0.8,0.5,0.4,0,0.4,1,2.6
NaLyssa Smith,IND,F,32,983,32,32,30.7,5,11.9,0.419,1.2,3,0.381,3.8,8.9,0.432,2.4,3.8,0.618,2.2,7.9,1.4,0.5,0.3,2.4,2.9,13.5
Azura Stevens,CHI,F-C,35,768,35,8,21.9,4.3,9.1,0.472,1.2,3.3,0.362,3.1,5.8,0.535,0.8,1.1,0.744,0.6,3.9,0.8,0.5,1.1,0.7,1.7,10.6
Breanna Stewart,SEA,F,34,1052,34,34,30.9,7.5,15.9,0.472,2,5.2,0.379,5.5,10.7,0.518,4.8,5.8,0.837,1.4,7.6,2.9,1.6,0.9,1.3,2.1,21.8
Kiah Stokes,LVA,C,31,475,31,4,15.3,0.8,2,0.426,0.2,0.8,0.208,0.7,1.2,0.568,0.4,0.5,0.813,0.9,4.4,0.6,0.5,0.8,0.6,1.3,2.3
Brittney Sykes,LAS,G,32,921,32,24,28.8,4.8,11,0.433,0.4,1.6,0.269,4.3,9.3,0.462,2.7,3.5,0.77,0.7,3.7,3.7,2,0.7,2.6,2.6,12.7
Stephanie Talbot,SEA,F,34,548,34,1,16.1,1.9,4.1,0.464,0.9,2.1,0.397,1,1.9,0.538,0.4,0.7,0.583,0.7,3.1,1.3,0.7,0.3,1.1,1.3,5
Diana Taurasi,PHO,G,31,962,31,31,31,4.8,13,0.373,3,8.8,0.337,1.9,4.2,0.45,4.1,4.6,0.894,0.3,3.4,3.8,0.7,0.6,2.7,2.9,16.7
Sparkle Taylor,CHI,G,2,25,2,0,12.5,2.5,3,0.833,0,0.5,0,2.5,2.5,1,0.5,0.5,1,0,1,0,0,0,0.5,1.5,5.5
Alyssa Thomas,CON,F,36,1154,36,36,32.1,5.2,10.4,0.5,0,0.1,0,5.2,10.4,0.503,3,4.1,0.73,2.1,8.2,6.1,1.7,0.2,2.9,2.8,13.4
Jasmine Thomas,CON,G,5,109,5,5,21.8,1.6,6,0.267,1,2.6,0.385,0.6,3.4,0.176,2.4,2.6,0.923,0.4,2.2,3,0.6,0.2,1.4,1.4,6.6
Sam Thomas,PHO,F,24,118,24,0,4.9,0.2,0.8,0.211,0,0.6,0.067,0.1,0.2,0.75,0,0,1,0.1,0.2,0.3,0.3,0.1,0.2,0.5,0.4
Kayla Thornton,DAL,F,36,1050,36,35,29.2,2.7,5.7,0.471,0.7,2.1,0.329,2,3.6,0.554,1.9,2.3,0.829,1.8,5.9,1.8,1.1,0.6,1.2,2.7,8
Kristi Toliver,LAS,G,11,218,11,10,19.8,1.7,4.6,0.373,1.2,3.3,0.361,0.5,1.4,0.4,1.3,1.5,0.875,0,0.8,3.1,0.4,0,2.3,1.3,5.9
Brianna Turner,PHO,F,35,1168,35,35,33.4,1.9,3.2,0.607,0,0,,1.9,3.2,0.607,0.4,0.9,0.5,2,6.8,2.3,1.2,1.6,1.4,2.3,4.3
Courtney Vandersloot,CHI,G,32,849,32,32,26.5,4.3,8.8,0.481,0.9,2.5,0.367,3.3,6.4,0.525,2.3,3.1,0.765,0.7,3.9,6.5,1.2,0.5,2.7,1.7,11.8
Kia Vaughn,ATL,C,29,401,29,1,13.8,1.1,2.8,0.4,0,0,0,1.1,2.7,0.405,0.3,0.4,0.692,1,3.2,0.9,0.3,0.3,1.1,1.7,2.5
Victoria Vivians,IND,G,35,940,35,30,26.9,3.6,10.7,0.336,1.3,4.5,0.28,2.3,6.2,0.376,1.3,1.8,0.742,0.7,3.6,2.4,1.1,0.3,2.1,2.4,9.8
Jasmine Walker,LAS,F,32,281,32,1,8.8,0.6,2.4,0.25,0.3,1.6,0.2,0.3,0.8,0.346,0.1,0.1,1,0.4,1.5,0.2,0.2,0.1,0.5,0.9,1.6
